id,issue_id,title,authors,affiliations,emails,abstract_ro,abstract_en,keywords_ro,keywords_en,pages_start,pages_end,doi,language,status
32,1,"Criză și disconfort moral: păcatul unei femei bătrâne, fost cantor romano-catolic",Tünde Komáromi,"Universitatea Károli Gáspár, Institutul pentru Studii Sociale și Științele Comunicării, Budapesta (Ungaria).",,,"FOST CANTOR ROMANO-CATOLIC1 The paper presents the case of a Hungarian Catholic clerk, an 81 year old lady from the Transylvanian countryside. Her daughter has sent her a bigger amount of money, but she understood soon that the post officer, a woman herself, has stolen a significant part of it. A procedure of reclamation followed, but the case remained unsolved. The director of the post‑office and the local policemen did not help. Then she turned to the Romanian Orthodox priest for help and offered some money in change. Although it is quite widespread among the local Hungarians of different religious affiliation (but almost never Orthodox) to ask Romanian Orthodox priests for help in times of personal crisis (or the crisis of a family member), this is a highly contradictory solution for a pious Catholic clerk. She’s never been before to any Orthodox priest, but she was aware of similar help seeking activities among the local Hungarian, Romanian or Roma. The same is true for the use of magic during her long lifetime. But using magic is regarded less sinful by the old clerk, than going to the Orthodox priest for the solution of a legal case. She senses God’s intention behind her failure.","criză personală, pedeapsă divină, disconfort moral, preotul ortodox, relații interetnice, personal crisis, divine punishment, moral discomfort, Orthodox priest, interethnic and","criză personală, pedeapsă divină, disconfort moral, preotul ortodox, relații interetnice, personal crisis, divine punishment, moral discomfort, Orthodox priest, interethnic and",383,392,,ro,published
33,1,Cin’ să țeasă cămașă de COVID? O uliță de sat transilvan în fața pandemiei,Elena Bărbulescu,"Institutul „Arhiva de Folclor a Academiei Române”, Cluj‑Napoca.",,,"This paper is presenting the results of a research done in one village by using direct observation of twelve households as the main method. After a brief introduction presenting the three discourses upon pandemy circulating in the public area, and a short reference to the „Plague Shirt”, I would continue with a presentation of the twelve households, and what happened inside them during the past year. The paper continues with an exploration of the changes that occurred during three burial rituals as also of how two ethnic groups (Romanian and Rroma) related to the authorities requests due to the pandemy.","covid, epidemie, etnologie, înmormântare, pomană, epidemy, ethnology, burial, offering","covid, epidemie, etnologie, înmormântare, pomană, epidemy, ethnology, burial, offering",393,402,,ro,published
34,1,De-ale casei și gospodăriei. Chestionarul X din Fondul „Ion Mușlea”,Anamaria Lisovschi,"Institutul „Arhiva de Folclor a Academiei Române”, Cluj‑Napoca.",,,"Casa e vita quotidiana (credenze, usi e racconti popolari). Questionario X dal repertorio di manoscritti di Ion Mușlea (Riassunto) Lo studio presenta importanti aspetti che riguardano le risposte al Questionario X: Casa e vita quotidiana (Credenze, usi e racconti popolari) dal repertorio di manoscritti di Ion Mușlea dell’Instituto Archivio del Folclore dell’Accademia Romena di Cluj. Il questionario X tratta 7 aspetti della vita tradizionale, negli anni compresi tra il 1936 e il 1940. Gli aspetti analizzati sono: la Casa, il Cibo, il Sonno, i Vestiti, la Cura del corpo, le Strade ed il Lavoro. Nell’archivio dell’Instituto di Cluj esistono 34 manoscritti, che in questo momento stanno per essere digitalizzati ed organizzati. Verranno utilizzati per il prossimo volume dedicato a questo argomento cosi ricco e interessante. Parole‑chiave: casa, cibo, sonno, vestito, lavoro, racconti, usi e costumi.","casa, hrana, somnul, îmbrăcămintea, munca, povestri, obiceiuri și practici","casa, hrana, somnul, îmbrăcămintea, munca, povestri, obiceiuri și practici",403,412,,ro,published
35,1,Succese feminine. Fals tratat despre făcutul gârtenilor și keoaștelor (sarmalelor) în satele de pe Valea Barcăului (Sălaj),Camelia Burghele,Muzeul Județean de Istorie și Artă Zalău.,,,"Feminine Succes. False Treaty on Making “Garteni” and “Sarmale” in the Barcau Valley (Salaj Marriage strategies used to follow rules and well affixed customs in the Romanian traditional village. Girls were raised so that they would handle agricultural activities and also chores around the house and in the kitchen. They would accumulate know‑how that made them competitive and eligible for marriage. This paper tackles the process of getting the girls ready for marriage – a sort of training course – as rules required in the traditional Romanian village. The ideas are backed up by information taken from the Romanian villages, following a field inquiry. The myth that girls would have never been able to get married unless they mastered pretentious processes for cooking food has been busted due to aggressive urban influences under the eternal lack of spare time. This feminine know‑how is only valuable for defining life in the traditional village.","sat tradițional, căsătorie, bucătărie, femeie, gospodină, succes, traditional village, marriage, kitchen, woman, housewife, success","sat tradițional, căsătorie, bucătărie, femeie, gospodină, succes, traditional village, marriage, kitchen, woman, housewife, success",413,424,,ro,published
36,1,Familia la masă. Memorie individuală și memorie familială în caietele cu rețete culinare,Eleonora Sava,"Facultatea de Litere, Universitatea Babeș‑Bolyai, Cluj‑Napoca.",,,"This paper explores family cookbooks using the memory studies research model. Its main goal is to analyse the ways in which these objects shape family memory, helping to preserve and transmit it from one generation to the next. The first section articulates the theoretical framework, discussing the multiple layers of content and meaning in homemade cookbooks, the similarities between them and scrapbooks, as material carriers of memories. Other theoretical issues that are essential for the problem in question are also examined: the complex relationships between meals and family (the ways in which family meals shape family memory), the relationship between individual memory and family memory, the layers that make up family memory. As the practices and roles used in family kitchen, as well as the act of writing and preserving family recipes/ cookbooks/scrapbooks are gender specific activities, the article also stresses some gender issues. The second part proposes a case study that explores the particular way in which the aspects discussed in the theoretical section are illustrated by two recipe notebooks belonging to a woman who was born in a Romanian town in 1944. As regards the research methodology, the case study is based on a life‑story interview and the qualitative analysis of the two notebooks.","cărți de bucate de familie, meniuri de familie, memorie individuală, memorie de, family cookbooks, family meals, individual memory, family memory, objects of memory","cărți de bucate de familie, meniuri de familie, memorie individuală, memorie de, family cookbooks, family meals, individual memory, family memory, objects of memory",425,438,,ro,published
37,1,Redescoperirea vieții și activității unei familii interbelice: Ion și Sanda Mateiu,Mihaela Bucin,"Facultatea de Pedagogie „Juhász Gyula”, Universitatea din Szeged, Ungaria.",,,"Rediscovering the Life and Work of a Family from the Interwar Period: Ion and Sanda American sociologists Janet Z. Giele and Glen H. Elder Jr defined the concept of life course as being “shaped by the interaction of cultural and social structural features with physical and psychological attitudes of the individual and by the commitments and purposive efforts of the individual”. We extended a part of the research model proposed by sociology from the individual to family level and completed it with an ethnological prospect. Using these tools, supported by investigations of the period’s documents and publications, we tried to reconstruct the life course of a family of intellectuals from the Romanian interwar period: the couple formed by husband Ion Matei (1884–1946), professor, theologist, lawyer and journalist, Rector of Commercial Academy from Cluj, and wife Sanda Ulubeanu Matei (1890–1949), writer, publisher, translator, missionary and teacher. The Matei couple carried out an impressive activity, dedicated to the ideal of stability for the disoriented Roumanian society, between the years 1930–1940, with emphasis on the spiritual and cultural education of the masses.","parcursul vieții, Ion Matei, Sanda (Ulubeanu) Matei, Bible Training Institute Glasgow, life course","parcursul vieții, Ion Matei, Sanda (Ulubeanu) Matei, Bible Training Institute Glasgow, life course",439,454,,ro,published
38,1,"„Ritual memorial” și „scenografie rurală”. O lectură etnologică a instrucțiunilor societății „Mormintele Eroilor căzuți în Război”, referitoare la organizarea zilei „Eroilor Neamului” (1920)",Nicolae Mihai,Mulțumesc invitației primite din partea doamnei Ileana Benga pentru a prezenta și comenta acest,,,"‘Memorial Ritual’ and ‘Rural Scenography’. An Ethnological Reading of the Instructions of Society “Mormintele Eroilor căzuți în Război” [Tombs of the Fallen Heroes during the War], Regarding the The present article deals with the analysis of the ritual framework on which May 20th was built, the feast of the Ascension of the Lord, proclaimed ‘Heroes of the Nation’ Day’, starting from an unknown document, identified at the Districtual Service of National Archives from Râmnicu Vâlcea. A national holiday that, since 1920, enhanced the national festive landscape by introducing the commemoration of those who fell during the First World War, who became national heroes. The ceremonies to be held at the level of the entire Romanian national state reflected a need and a deficit of sacredness, the repair of a trauma that had hit the entire Romanian space, depriving many families of the ‘comfort’ of those who left their homes to fight, many buried away from home. An ethnological reading of such a historical document suddenly reveals not only the elements of a memorial policy that has become a ‘national affair’, but also the importance of the ‘village scenography’ that underlies a new codified memorial ritual. One that is based on the involvement of all the actors who created solidarity and on elements of popular culture, such as the feast and the final dance (hora) that unified the participating soldiers and the local peasants. Through a ‘memorial ritual’ (Rémi Dalisson), the ‘social frameworks’ of communitarian memory were stimulated and the transition from ‘organic solidarities’ (family, parish) to ‘organized solidarities’ (nation), in Durkheim’s terms, perfectly ensured.","politica comemorativă a Marelui Război în România, Ziua „Eroilor Neamului”, ritual, Great War Commemorative Politics in Romania, the Nation Heroes’ Day, Memorial Ritual","politica comemorativă a Marelui Război în România, Ziua „Eroilor Neamului”, ritual, Great War Commemorative Politics in Romania, the Nation Heroes’ Day, Memorial Ritual",455,466,,ro,published
39,1,Pace și război. O privire asupra textelor Bibliei,Radu Toader,"Institutul de Etnografie și Folclor „Constantin Brăiloiu” al Academiei Române, București.",,,"Peace and war are inextricably linked, two halves of the same whole, creation and destruction each having its role. Recurring themes in the Old and New Testaments are vital themes for a community. Although in all ages and in all places people have wanted – most of the time – peace, the Bible shows us a long line of violence, fighting, destruction, war and murder. We are presented with a multitude of events, facts, phenomena, which, at least in appearance, defy ordinary logic. Canonical texts have been kept unchanged for a long time, which means that there must be a deeper meaning. Thus, it becomes obvious that this meaning, not only from a theological point of view, but even in terms of culture and civilization, is clearly required.","textele biblice, pace, război, niveluri de logică, înțelesuri ale Scripturii, Bible texts, peace, war, levels of logic, Senses of Scripture","textele biblice, pace, război, niveluri de logică, înțelesuri ale Scripturii, Bible texts, peace, war, levels of logic, Senses of Scripture",467,484,,ro,published
40,1,Despre variațiune și ornamentică,Ioan Haplea,"Academia Națională de Muzică „Gheorghe Dima”, Cluj‑Napoca.",,,"This paper explores the much debated topic of ornamentation and variation in Romanian folk music. It starts by comparing the canonical techniques of variation established in the Western art music with the correspondent folkloric practice and by proposing a distinction between the two, a distinction concerned with the existence of clear‑cut thresholds between a base structure and the overlaying ornamentation. The main argument of the paper is that folk music should be considered as a natural product. To demonstrate this, we advance a series of arguments ranging from theology to anthropology and post‑structuralist theory that led us to conclude that the folk song is, in its entirety, an ornamented flow and that the multiple variants of a song are situated in a continuous, rather than discrete perspective. As a case study, we chose to illustrate these conclusions with a succinct analysis of a group of songs from the Apuseni mountains collected by Béla Bartók.","cântec popular, variație, ornamentică, teorie poststructuralistă, deconstrucție, folk song, variation, ornamentation, post‑structuralist theory, deconstruction","cântec popular, variație, ornamentică, teorie poststructuralistă, deconstrucție, folk song, variation, ornamentation, post‑structuralist theory, deconstruction",485,502,,ro,published
41,1,Planul variațional în cântecul propriu-zis,Lucia Iștoc,"Institutul „Arhiva de Folclor a Academiei Române”, Cluj‑Napoca.",,,"The aim of the paper is to illustrate, within the genre of the lyrical song, the theory of the folk art researchers such as Bartók, Brăiloiu and Bîrlea. In broad terms, their idea was that variation, in conjunction with repetition, is the very reason for the existence of this art. After establishing the coordinates of the melodic type, both in a wide and a narrow sense, the author concentrates on the variation that occurs as a result of the repetition of different structural elements (cell, motif, phrase) at the level of the melodic stanza or the whole piece. The same approach is used when considering a distinct melodic type with different metric, rhythmic and sonic variants.","cântec popular, cântec propriu‑zis, stilistică muzicală, tip melodic, variație, folk song, lyrical song, musical stylistics, melodic type, variation","cântec popular, cântec propriu‑zis, stilistică muzicală, tip melodic, variație, folk song, lyrical song, musical stylistics, melodic type, variation",503,518,,ro,published
42,1,Ritmul sincopat amfibrahic descendent în context muzical coregrafic,Zamfir Dejeu,"Institutul „Arhiva de Folclor a Academiei Române”, Cluj‑Napoca.",,,"This paper aims to explore the syncopated descendant amphibrach rhythm, a type that belongs to the broader category of the syncopated rhythms. It is composed by a combination of two metric feet: an amphibrach plus a dactyl, or an amphibrach plus a spondee. We provide multiple examples of its usage in various dances from different regions that span a large geographical area, from northwestern Romania (the Meseș basin, the Lăpuș area), to the Transylvanian plain and Someș valley, all the way down to the Subcarpathian Muntenia (Prahova valley). One of our conclusions is that all these dances have a common origin. In the end, we hope to demonstrate that the syncopated descendant amphibrach rhythm is specific for Romanian folk music and also that it is representative for its archaic stratum.","ritm sincopat, ritm amfibrahic descendent, dansuri populare românești, Învârtită, syncopated rhythm, descendant amphibrach rhythm, Romanian folk dances","ritm sincopat, ritm amfibrahic descendent, dansuri populare românești, Învârtită, syncopated rhythm, descendant amphibrach rhythm, Romanian folk dances",519,536,,ro,published
43,1,Etnomuzicologia și obiectul ei de studiu. O încercare de evaluare și sistematizare,Theodor Constantiniu,"Institutul „Arhiva de Folclor a Academiei Române”, Cluj‑Napoca.",,,"Although a relatively young discipline, ethnomusicology has a consistent and diverse scientific tradition. Over time, it proved to be a fertile ground for testing and debating various theories and methodologies as it was able to accommodate different ideas from other areas of research. However, if we look closely at its research tradition, we can see that, no matter how different the scientific approaches are, they can all be incorporated in three major categories, based on what answers the researcher aims to extract from the tunes she collects and/or analyzes. Thus, the final goal of a research is to construe and explain music from the perspective of a cultural artifact, of a social product, or from that of a psychological process. In Romania, ethnomusicology had its own distinctive path of evolution, one that sometimes intersected the prevalent practices in the Western world. This article aims to review the theoretical trends that permeated the local ethnomusicology in order to understand what its dominant ideas were. Applying the above tripartite distinction, we conclude that most of the research was conducted within the premise that folk music is a kind of a cultural object, whose value resides mostly in its own configuration. We claim that this perspective is not suited anymore for ethnomusicological field research, and that a better way to understanding the musical life of contemporary rural Romania is the one which sees music as a process shaped by the interaction of various social forces.","teorie, metodologie, evaluare, sistematizare, cercetare etnomuzicologică, theory, methodology, evaluation, systematization, ethnomusicological research","teorie, metodologie, evaluare, sistematizare, cercetare etnomuzicologică, theory, methodology, evaluation, systematization, ethnomusicological research",537,550,,ro,published
44,1,Urme preistorice în colinde din Ardeal,Traian Gherman,,,,"of local indigenous culture, and of archaic structured carols respectively, built around cynegetic play‑scripts: the heroic youth and the ritual hunt of a beast of both biological and mythical ancestry. It is known a fact that in poetic texts with fixed form beholding ritual functions (augural, propitiatory, apotropaic, funerary), the geology of successive cultural strata is more visible than in orally transmitted texts with no such fixedness. In this sense, Gherman’s previously unpublished study holds a significant premonitory value, anticipating regressive ethnological research of Propp‑ian kind (devoted to the historical, prehistorical and protohistorical roots of fantastic folktales). The author identifies beyond the fabulous bestiary from Romanian cynegetic winter carols, a number of possible biological patterns which may have held significant part within the experiential ground of ritualised poetic affabulatory story‑telling: bos primigenius/ auroch, megaloceros giganteus/ antediluvian stag, panthera spelaea/ cave lion, aquila/ vulture. All those patterns are being approached as inherited prehistoric remnant motives mythificated and transformed by folkloric memory, resulted in fundamental mythical‑fictional units underlying initiatory scenarios within pre‑Christian archaic winter carols.","colinde, reminiscențe, preistorie, boul primitiv, boul sur, cerbul antediluvian, leul de, carols, remnants, prehistory, bos primigenius, bos auroch, megaloceros giganteus","colinde, reminiscențe, preistorie, boul primitiv, boul sur, cerbul antediluvian, leul de, carols, remnants, prehistory, bos primigenius, bos auroch, megaloceros giganteus",551,570,,ro,published
45,1,Rădăcinile preistorice ale colindelor românești arhaice. Note pe marginea studiului lui Traian Gherman,Bogdan Neagota,"Facultatea de Litere, Universitatea Babeș‑Bolyai, Cluj‑Napoca.",,,"The small article accompanying Traian Gherman’s study (Prehistoric Traces in Transylvanian Winter Carols) is examining some epistemic connections circumscribing the Gherman‑ian approach of archaic winter carols with cynegetic structure present within Romanian folklore. Such connections include: the intellectual roots of Traian Gherman’s perspective (thematizations of prehistory and protohistory in the historical schools of the threshold between the 19th and the 20th century; the romantic and visionary historicism of Nicolae Densușianu); the anti‑historicist cultural thematizations of prehistory/protohistory as explanatory paradigm of folkloric culture (Lucian Blaga, Mircea Eliade, Constantin Noica), and the integratory methodological perspective, bringing together natural and spiritual sciences, and bringing physicist and priest Traian Gherman close to Pierre Teilhard de Chardin. Moreover, Traian Gherman’s hypothesis of examining pre-/ proto‑historical roots of winter carols, anticipates subsequent research (from Mircea Eliade and Octavian Buhociu to Ion Taloș) dedicated to describing and interpreting the archaic cultural layer, and opens generously toward future methodologic perspectives (such as the cognitive studies of culture).","colinde, organicism, preistorie, protoistorie, anti‑istoricism, științele naturii vs, carols, prehistory, protohistory, antihistoricism, natural sciences vs","colinde, organicism, preistorie, protoistorie, anti‑istoricism, științele naturii vs, carols, prehistory, protohistory, antihistoricism, natural sciences vs",571,580,,ro,published
46,1,Eroism şi sacrificiu în Împăratul Traian și conștiința romanității românilor de Ion Taloş,Ileana Benga,"Institutul „Arhiva de Folclor a Academiei Române”, Cluj‑Napoca.",,,"Heroism and Self‑Sacrifice in „Emperor Trajan and the Romanians’ Awareness of their Roman Part of a succession of ground‑breaking works of Prof. Ion Taloș, addressing for decades a consistent number of fundamental themes of Romanian folklore, Emperor Trajan and the Romanians’ Awareness of their Roman Origin is a cynosure of method and diligence in deriving, from virtually all extant document attesting a link to the centuries‑old event of the Roman conquest of the Dacian kingdom, the coherent tale of its transmission along almost two millennia. Both intellectual traditions (Renaissance, Illuminism, Romanticism, Historicism) and popular‑culture collections of folklore (as gathered with the help of the four questionnaires: Al. Odobescu, B.P. Hasdeu, N. Densușianu and I. Mușlea) are being duly and thoroughly addressed. The absolute merit of the book is in identifying correctly the alleged crossed‑references between the two sets of traditions: oral traditions thus penetrate abundantly the remaining literary or historiographical sources; and the intellectual sources strain, by means of education, into folk traditions of end of the 19th century – beginning of the 20th century. Document with document, scientific truth is being discerned, and for the first time in our national intellectual history, folklore facts on this subject are shown their grained, particular, independent and indivisible relevance. My ethnological, historical and archaeological reading of the entire corpus of documents in the book has not only delved into this sieve of scientific relevance, but also, has identified the crystal‑clear cut ethnological evidence of a culturally inherited tradition going back all those centuries to the moment of the Roman conquest itself, of which the earthly remnants, like monuments and bridges, towns and fortresses, roads and defences, surely survived the centuries, landscaping local imaginary since the beginning. The rich body of folk‑lore evidence identified and presented extensively in the book (with the help of the Annexe) is centring Romanian lore even more soundly, within the wider circle of Balkan lore (following similar folk motives of Slavs, Neo‑Greeks, and Albanians). The complex collection of erudite discussions around folklore facts pertaining to the Roman origin of Romanians, attesting unequivocally sufficient intrinsic conscientious awareness of it, as to transmit it over and over across centuries, in multifarious yet consistently constant motives, is in itself a document of paramount significance, which shall stay important in ethnology for the duration of the discipline itself.","cucerirea Daciei de către împăratul Traian, tradiție orală, chestionare istorice, Trajan’s conquest of Dacia, oral tradition, Romanian historical ethnological questionnaires","cucerirea Daciei de către împăratul Traian, tradiție orală, chestionare istorice, Trajan’s conquest of Dacia, oral tradition, Romanian historical ethnological questionnaires",581,608,,ro,published
47,1,"Nicolae Edroiu, Plugul în Țările Române (până în secolul al XVIII‑lea), Cluj‑Napoca, Editura Școala Ardeleană, 2017, 223 p. (Silvia Ciubotaru)",Silvia Ciubotaru,Academia Regală Daneză de Științe) și,,,,,,609,613,,ro,published
48,1,"H. Ciubotaru, Iași, Editura Universității „Alexandru Ioan Cuza”, 2018, 688 p. cu ilustrații (Maria Aldea)",N/A,"Institutul de Filologie Română „A. Philippide”, Iaşi",,,,,,614,618,,ro,published
49,1,"Dorin Lozovanu, Populația românească din Peninsula Balcanică. Studiu antropogeografic, Academia Română – Institutul de Arheologie, Iași, Muzeul Brăilei „Carol I”, Institutul „Eudoxiu Hurmuzachi” pentru Românii de Pretutindeni, colecția Basarabica nr. 16, coord. Victor Spinei, Ionel Cândea, Editura Academiei Române – Editura Istros, București – Brăila, 2019, 417 p. + mapă cu 73 hărți (Emil Țîrcomnicu)",N/A,"Institutul de Arheologie,",,,,,,619,621,,ro,published
50,1,"Nicolae Saramandu, Emil Țîrcomnicu, Manuela Nevaci, Cătălin Alexa, „Lecturi vizuale” etnolingvistice la aromânii din Republica Macedonia. Ohrida, Struga, Crușova. Memorie, tradiție, grai, patrimoniu, Societatea de Cultură Macedo‑Română, București, Editura Universității din București, 2018, 196 p. (Valentyna Symionka)",N/A,Institutul de Etnografie și Folclor „Constantin Brăiloiu”.,,,,,,622,624,,ro,published
51,1,"Nistor Bardu, Emil Țîrcomnicu, Cătălin Alexa, Stoica Lascu, Ioana Iancu, „Lecturi vizuale” etnologice la aromânii din Republica Macedonia. Regiunea Bitolia. Memorie, tradiție, grai, patrimoniu, Societatea de Cultură Macedo‑Română, Editura Etnologică, 2018, 196 p. (Maria Năstase)",N/A,Universitatea din București,,,,,,625,627,,ro,published
52,1,"Annemarie Sorescu‑Marinković / Thede Kahl / Biljana Sikimić (eds.), Boyash Studies: Researching “Our People”, Berlin, Frank & Timme Verlag für wissenschaftliche Literatur, 2021, 466 p. (Stelu Șerban)",N/A,Universitatea din București,,,,,,628,630,,ro,published
53,1,"Constantin Eretescu, Moartea lui Patroclu: studii și articole de etnologie, București, Spandugino, 2020, ISBN 978–606-8944–47-0, 375 p. [The Death of Patroclus: ethnological studies and articles] (Ionucu Pop)",N/A,Institutul de Studii Sud‑Est Europene,,,,,,631,633,,en,published
54,1,"Iordan Datcu, M‑au onorat cu epistolele lor, București, RCR Editorial, 2019, 414 p. (Gabriel Cătălin Stoian)",N/A,Muzeul Național al Satului „Dimitrie Gusti”,,,,,,634,635,,ro,published
55,1,"Corin Braga (edit.), Enciclopedia imaginariilor din România, First vol., Imaginar literar. Coordinated by Adrian Tudurachi. Iași, Polirom, 2020, 440 p. [The Encyclopaedia of Romanian Imaginaries, Volume I: Literary Imaginary] (Ionucu Pop)",N/A,,,,,,,636,639,,en,published
56,1,"Laura Ioana Toader, Laptele matern și aburul hranei. Contexte etnologice. Prefață de prof. univ. emerit dr. Silviu Angelescu. București, Editura Etnologică, 2020, 956 p. (Ileana Benga)",N/A,,,,,,,640,651,,ro,published
57,1,"Vintilă Mihăilescu, În căutarea corpului regăsit. O ego‑analiză a spitalului, Iași, Editura Polirom, 2019, 248 p. (Liviu Ovidiu Pop)",N/A,,,,,,,652,653,,ro,published
58,1,"„MARTOR. Revistă de antropologie a Muzeului Țăranului Român”, nr. 24/2019, Politics of Memory: the Collecting, Storage, Ownership and Selective Disclosure of Archival Material [Politici ale memoriei: colecționare, depozitare, proprietate și dezvăluire selectivă a materialelor de arhivă]. Coordonatori: Corina Iosif, Bogdan Iancu, Iris Șerban (Tünde Komáromi)",N/A,Institutul „Arhiva de Folclor a Academiei Române”,,,,,,654,655,,ro,published
59,1,(Paul Alexandru Remeș),N/A,Institutul pentru Studii Sociale,,,,,,656,660,,en,published
60,2,Arhiva de Folclor a Academiei Române în comparație cu Centro de Estudios Históricos și cu Deutsches Volksliedarchiv,Ion Taloș,"Universitatea din Köln, Germania; Institutul „Arhiva de Folclor a Academiei Române”, Cluj‑Napoca.",,,,,,15,38,,ro,published
61,2,Corpusul răspunsurilor la Chestionarele Ion Mușlea. O experiență editorială,Ion Cuceu,"Institutul „Arhiva de Folclor a Academiei Române”, Cluj‑Napoca.",,,"This paper emphasizes the importance that the folk collections from north‑western Romania (Codru, Chioar, Lăpuș, Oașul, Silvania, all manifesting the influence of the Maramureș Voivodship) have for the Corpus of the Answers for the Ion Mușlea Questionnaires. All these ethnographic areas have an equal relevance when compared to those of southern Transylvania (Hunedoara, Țara Hațegului, Ținutul Pădurenilor, Munții Apuseni, Mărginimea Sibiului, Țara Oltului, Țara Bârsei, as well as the contact areas of Bistrița, Năsăud and Țibleș Valley). The paper also insists on two other important areas covered by the indirect inquiry of the Romanian Academy Folk Archive, Sătmar and the Western Plain, with a third irradiating center in Țara Beiușului and Partium, whose influence extends to Țara Zarandului and all over Banat. We discuss the schoolboys and seminarists’ major contribution to the indirect inquiry, their involvement being the result of a special “experiment” promoted by Ion Mușlea and designed with the aim to extend the territorial reach of his inquiry during the late stages of his research activity. The paper argues for the continuation of this research project, stressing the importance of digitalization of all the answers to the Romanian Academy Folk Archive’s questionnaires, an achievement that would allow the integration within a broader scientific circuit of this resource.","Ion Mușlea, ancheta indirectă, Transilvania și ținuturile românești intracarpatice, indirect inquiry, Transylvania and the inter‑Carpathian lands, structure and","Ion Mușlea, ancheta indirectă, Transilvania și ținuturile românești intracarpatice, indirect inquiry, Transylvania and the inter‑Carpathian lands, structure and",39,56,,ro,published
62,2,Răspunsurile la Chestionarul VII. Instrumente muzicale al Muzeului Limbii Române – Destinul unor manuscrise interbelice,Cosmina‑maria Berindei,"Institutul de Lingvistică și Istorie Literară „Sextil Pușcariu”, Cluj‑Napoca.",,,"The Replies to The Romanian Language Museum’s Questionnaire No. 7. Musical Instruments – the Destiny of a Collection of Interwar Manuscripts The present paper’s purpose is to re‑enact the history of a valuable collection of documents, obtained as replies to Questionnaire No. 7. Musical Instruments within the indirect linguistic survey of The Romanian Language Museum in Cluj. The linguistic survey about the musical instruments was conducted during 1935– 1937 based on a questionnaire drawn up by the linguist Ștefan Pașca and musicologist Augustin Bena. The survey was replied by 49 correspondents; thus, a highly valuable documentary fund was created, a fund that includes in most of its part replies of some of the most efficient participants to the surveys of The Romanian Language Museum. After the manuscripts’ registration in Registrul actelor intrate ale ALR 1927–1938 (The Register of the Entered Documents of the ALR 1927–1938), because of unknown reasons, they have never been processed. There are no research traces of this documentary fund in literature, neither in The Dictionary of the Romanian Language whose Bibliography Appendix does not include the replies to Questionnaire No. 7. Musical Instruments nor by the ethnologist Ion Mușlea who briefly dealt with the Romanians’ musical instruments, or any other specialist within the domains of linguistics and organology for that matter. For a very long time, the specialists considered these manuscripts lost, and in 2015 Elena Comșulea noted their absence in a study published in a specialized journal. However, in the spring of 2022 while processing the Emil Petrovici archive fund, the manuscripts were found in a small suitcase, which showed they had never been lost but misplaced. We believe the reason might have something to do with the 1940–1945 refuge to Sibiu of King Ferdinand Ist University as a consequence of The Second Vienna Award, University which the Romanian Language Museum was part of. At present, the documents are digitised and are being evaluated for the purpose of proposing a project for their recovery and insert in the scientific research circuit. The information they include is valuable not only for linguistics, but also for ethnology, musicology and organology, especially as they are the result of the most extensive institutional survey about musical instruments until the end of the interwar period.","ancheta lingvistică indirectă, instrumente muzicale, organologie, Muzeul Limbii, indirect linguistic inquiry, musical instruments, organology, Romanian Language","ancheta lingvistică indirectă, instrumente muzicale, organologie, Muzeul Limbii, indirect linguistic inquiry, musical instruments, organology, Romanian Language",57,70,,ro,published
63,2,Construcția casei: locuri faste și nefaste,Anamaria Lisovschi,"Institutul „Arhiva de Folclor a Academiei Române”, Cluj‑Napoca, email: anmarylis@yahoo.it.",anmarylis@yahoo.it,,"La costruzione della casa: luoghi benedetti e luoghi malvagi (Riassunto) Le risposte trovate nei manoscritti Mușlea sono inedite, altre invece sono uniche, rendendo interesante questo studio dedicato al questionario X. In queste pagine ho scelto solo una piccola parte delle informazioni raccolte nei manoscritti, che rappresentano solo una tessera del mosaico delle tradizioni e costumi popolari dei nostri villaggi. Parola chiave: casa, mura, sogno, premonizione, luogo benedetto, luogo malvagio.","casă, zid, vis, premoniție, loc fast, loc blestemat","casă, zid, vis, premoniție, loc fast, loc blestemat",71,84,,ro,published
64,2,Fondul Fonograf al Arhivei de Folclor a Academiei Române,Liviu‑ovidiu Pop,"Institutul „Arhiva de Folclor a Academiei Române”, Cluj‑Napoca.",,,"This research explores the Fonograf Collection of the Romanian Academy’s Folklore Archive, the first to include sound recordings. The collection consists of 542 wax cylinders, some of which have sadly deteriorated or are lost. The wax cylinders and music transcriptions are stored in the Romanian Academy’s Branch in Cluj Napoca. The oldest recordings date back to 1949 by Jagamas János, with the last ones done in 1954 by Ioan R. Nicola. Apart from cataloged cylinders, 100 uncatalogued cylinders exist with unknown content. The article breaks down the catalog’s structure and looks at the digitization of the collection.","Fondul Fonograf, Arhiva de Folclor, cilindri de ceară, înregistrări, transcrieri muzicale, Fonograf Collection, Folklore Archive, Wax Cylinders, Recordings, Music Transcriptions","Fondul Fonograf, Arhiva de Folclor, cilindri de ceară, înregistrări, transcrieri muzicale, Fonograf Collection, Folklore Archive, Wax Cylinders, Recordings, Music Transcriptions",85,88,,ro,published
65,2,In Memoriam Hanni Markel (1939–2023),Sanda Ignat,"Institutul „Arhiva de Folclor a Academiei Române”, Cluj‑Napoca.",,,,,,89,100,,ro,published
